,IC1931,IC1932,ACM1B,AC740NEW,UC7650,CA2050CYB,IC1003BK,CVL1084,ACM62B,CA2016WB,CA3602,AC208K12,CA1001WBML,AC967,AC968,IC1003BR,CA3810,CA2002,AC6008,CA2011WB,IS4000,CA2014WB,IC1940,AC960,AC104,AC204,PS2350,IMC7RD,IMC7BK,AC201,ACM7000,AC63B,ACM7002,AC401,ACM7003,CAMP44,AC400MV,AC404,ACM51B,ACM940,AC8002,AC851B,AC8003,CA3610,CA3908,AC100B,ACM90B,CA3614,CA2988,AC8000,CA3001RB,PS2500,IC1930,CA3550RB,AC840,ACM7000K12,CVL1064RB,CA2012RB,CA3488,CA3050,CA3350,AC202B,ACM70B,ACM60B,CA2022,CA3090,PS2370,MRMS3203,AC200B,CA2027,MRMS3204,CA2026,CA3001WB,AC850,CA2014RB,MRMS3201,MRMS3307,MRMS3306,ACM500RB,CA1001WB,MRMS3305,MRMS3448,CVL1065B,CA2880,CA3092BT,MRMS3304,UC7450,IC900,MRMS3206,HE200RB,MRMS3209,ACM6004
2/12/2015,0,0,29.84,0,0,0,0,110,0,75.38,585.36,0,0,0,0,0,0,155.5,0,335,0,14.3,0,637.2,1004.15,202.8,0,0,0,1342.74,744.22,0,1557.5,374.08,0,13.72,0,0,0,0,0,0,0,0,140,3.65,184.44,0,69.55,0,220.35,0,0,36.5,558.7,0,99.05,17,0,0,0,0,0,0,0,0,0,0,0,0,0,63.36,62.4,22,85.68,0,0,0,408.79,0,0,0,12.68,0,0,0,0,20.57,0,390,0,0
2/13/2015,0,0,225,0,0,0,0,55,0,453.47,396,0,0,0,0,0,0,277.4,0,0,0,28.6,0,354,0,782.94,0,0,0,9.02,0,0,1780,106,0,0,0,0,79.5,852.5,25.3,475,0,0,140,865.05,0,0,1669.2,0,84.75,0,0,73,0,0,10.51,0,0,0,0,0,0,0,0,27.09,0,0,0,0,0,108,0,22,42.5,0,0,0,3168.25,0,0,0,225.07,59.26,0,0,0,0,0,780,0,0
2/14/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/15/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/16/2015,0,0,2.25,0,0,0,0,55,0,0,1944,0,0,0,0,0,0,138.7,0,13.4,0,28.6,0,442.5,0,0,0,0,0,14.32,6.7,0,26.7,21.2,0,0,7.2,-333.27,7.5,496,0,0,0,0,280,3.65,1475.25,0,13.91,0,339,0,0,146,160.65,0,0,748,0,0,0,0,0,0,0,0,0,0,19800,0,0,90,206.86,88,17,0,0,0,10686.5,19.2,0,0,6.34,83.46,0,0,36,0,0,390,0,0
2/17/2015,0,0,59.05,0,0,0,0,110,0,254.16,81.36,0,0,0,0,0,0,29.2,0,75.44,0,14.3,0,8319,0,0,0,0,22,2300.22,0,0,18351.8,265,0,0,0,14.49,18.9,0,0,456,0,0,70,3.65,346.5,0,0,38.72,0,0,0,109.5,187.78,0,34.97,527,0,0,0,8263,0,0,0,946,0,0,0,0,0,0,0,44,531.42,0,0,0,1254.25,0,0,0,9.51,375.57,0,0,0,0,0,468,0,0
2/18/2015,0,0,11.25,0,0,0,0,27.5,0,1709.11,369,0,0,0,0,0,196,74.83,0,871.02,0,965.25,0,0,0,3847.85,0,0,0,89.5,482.4,0,0,0,0,0,14.4,431.4,21.7,0,0,1349,0,0,70,14.6,26.25,0,723.32,0,194.93,0,0,0,17.85,0,5.81,0,0,0,0,0,0,0,0,929.88,0,0,891,0,0,0,327.6,0,8.5,0,0,0,5843.5,0,0,0,12.68,0,0,0,0,0,0,0,0,0
2/19/2015,0,0,2.25,0,0,0,0,385,0,14.12,1161,0,0,0,0,0,0,43.8,0,0,0,14.3,60,0,49.86,8.05,0,0,0,558.48,20.1,0,33.39,0,0,0,0,143.8,37.5,0,0,38,0,0,70,7.3,735,0,417.3,550,67.8,0,0,36.5,3659.25,0,326.53,212.5,0,0,0,0,0,0,0,86,0,0,0,0,0,54,2589.6,242,87.13,0,0,0,750.24,36,0,0,6.34,27.82,0,0,0,0,0,0,0,0
2/20/2015,0,0,0,0,0,0,0,0,0,163.82,324,0,0,0,0,0,49,379.6,0,0,0,14.3,0,0,106.4,0,0,0,0,89.5,0,0,0,159,0,17.15,525.6,0,37.5,0,0,0,0,0,350,0,1134,0,27.82,68.75,186.46,0,0,73,0,0,13.95,0,0,0,0,15232.06,0,0,0,129,0,0,1242.45,0,0,0,-912.6,1320,29.76,0,0,0,464,9.6,0,0,22.19,31.3,0,0,85.5,41.14,0,0,0,0
2/21/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/22/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/2015,0,0,8.49,0,0,0,0,247.5,0,332.05,270.5,0,0,0,0,0,147,167.9,0,303.22,0,57.2,30,531,0,10.12,0,0,0,27,1554.4,0,13.48,869.2,0,0,36,83.8,91.08,0,0,6593,0,0,210,10.95,5203.2,0,0,726,212.12,0,0,876,89.25,0,619.8,272,0,0,0,0,0,0,0,172,0,0,198,0,0,220.63,269.21,1628,-1399.88,0,0,0,14746.5,0,0,0,66.57,264.29,0,0,0,20.57,0,202.8,0,0
2/24/2015,0,0,90,0,0,0,0,481.25,0,250.05,648,0,0,0,0,0,49,102.42,0,0,0,0,0,7593.3,186.2,0,0,0,0,270,6.7,0,0,773.8,0,0,0,0,28.29,0,2024,1083,0,0,0,0,-1307.25,0,0,2330.13,101.7,0,0,-45.88,218.79,0,45.45,221,0,0,0,158.75,0,0,0,0,0,0,0,0,0,40.63,31.2,176,380.54,0,0,0,11418.6,0,0,0,0,778.96,0,0,0,0,0,0,0,0
2/25/2015,0,0,0,0,0,0,0,467.5,0,1613.7,36,0,0,0,0,0,49,313.9,0,808.32,0,185.9,0,0,33.25,0,0,0,0,0,111,0,0,42.4,0,44.69,360,0,76.89,15.5,0,57,0,0,0,-102.2,4987.5,0,0,374,288.15,0,0,109.5,125.46,0,32.7,382.5,0,0,0,0,0,0,0,580.5,0,0,247.5,0,0,117.26,436.8,1171.65,3551.42,0,0,0,12517.6,0,0,0,158.5,333.84,0,0,0,0,0,669.6,0,0
2/26/2015,0,0,4.5,0,0,0,0,1526.25,0,246.15,1152,0,0,0,0,0,490,116.8,0,33.5,0,543.4,0,1947,33.25,384.56,0,0,0,5155.2,16.84,0,0,1187.2,0,41.16,158.4,0,0,155,0,912,0,0,0,456.25,26.25,0,0,4246,372.9,0,0,0,214.2,0,30.3,25.5,0,0,0,0,0,0,18,645,0,0,0,0,0,738,46.8,1606,1156,0,0,0,1783.5,120.7,0,0,0,13.91,0,0,0,0,0,249.6,0,0
2/27/2015,0,0,0,0,0,0,0,55,0,514.15,1116,0,0,0,0,0,98,43.8,0,195.2,0,107.25,0,0,133,0,0,0,0,1718.4,6.7,0,0,254.4,0,13.72,1800,575,22.5,0,0,912,0,0,70,0,525,0,542.49,0,254.25,0,0,45.88,17.85,0,4.65,93.5,0,0,0,2421.83,0,0,0,349.53,0,0,84.15,0,0,126,46.8,55.3,17,0,0,0,971.5,288,0,0,0,306.02,0,0,0,0,0,1372.8,0,0
2/28/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/2/2015,0,0,2.83,0,0,0,0,123.75,2.39,1214.75,234.5,0,0,0,0,0,49,167.9,0,154.1,0,536.25,0,0,159.6,0,0,0,0,10400,388.6,0,0,0,0,0,1015.2,6980.5,70.89,0,0,0,0,0,70,109.5,561.75,0,0,0,203.4,0,0,146,89.25,0,13.95,8.5,0,0,0,12547.6,3548.6,0,0,97.06,0,0,9.9,0,0,36,31.2,126.95,333.68,0,0,0,0,0,0,0,3.17,31.39,0,0,0,20.57,0,491.4,0,0
3/3/2015,0,0,2.25,0,0,0,0,426.25,3800,621.5,468,0,0,0,0,0,0,131.4,0,134,0,28.6,0,938.1,133,0,0,0,0,422.44,0,0,0,10.6,0,82.32,892.8,92,0,155,0,285,0,0,-70,7.3,0,0,0,0,118.65,0,0,73,491.13,0,23.25,136,0,0,0,1860.55,1291.4,0,0,21.5,0,0,0,0,0,36,0,66,1351.5,0,0,0,0,0,0,0,193.37,13.91,0,0,0,20.57,0,684.6,0,0
3/4/2015,0,0,2.25,0,0,0,0,302.5,6387.8,655.4,288,0,0,0,0,0,98,73,0,0,0,0,0,0,6.65,0,0,0,0,608.6,33.5,0,0,0,0,17.25,1144.8,3450,1.89,62,0,3610,0,0,70,0,1060.5,0,27.82,1617,186.45,0,0,36.5,3641.4,0,0,127.5,0,0,0,6.35,0,0,0,43,0,0,0,0,0,72,0,22,255,0,0,0,14500,0,0,0,0,194.74,0,0,0,0,0,1363.8,0,0
3/5/2015,0,0,0,0,0,0,0,591.25,330.6,230.5,108,0,0,0,0,0,49,-58.4,0,0,0,114.4,0,2212.5,0,101.2,0,0,0,14.32,1353.4,0,0,0,0,13.72,1432.8,57.5,12,15.5,0,0,0,0,70,0,18.45,0,27.82,0,33.9,0,0,36.5,3645.99,0,219.75,884,0,0,0,6.35,0,0,0,150.5,0,0,0,0,0,54,0,22,0,0,0,0,3694.35,2880,0,0,9.51,69.55,0,0,0,0,0,596.8,0,0
3/6/2015,0,0,0,0,0,0,0,13.75,0,101.7,648,0,0,0,0,0,49,313.9,0,162.7,0,371.8,0,1770,0,0,0,0,0,-7.16,348.4,0,0,0,0,0,0,23,5.67,0,0,0,0,0,0,0,0,0,13.91,110,67.8,0,0,36.5,578.85,0,0,493,0,0,0,231.42,0,0,0,817,0,0,0,0,0,22.63,1185.6,22,680,0,0,0,960.72,0,0,0,50.72,48.87,0,0,18,0,0,272.4,0,0
3/7/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/9/2015,0,0,18,0,0,0,0,247.5,0,87.65,486.5,0,0,0,0,0,0,195.66,0,0,0,378.95,0,0,19.95,0,0,0,0,14.32,415.4,0,223.8,53,0,0,7.2,106.46,16.23,0,0,0,0,0,210,58.4,0,0,111.28,904.83,135.6,0,0,146,6033.3,0,243,42.5,0,0,0,0,0,0,0,301,0,0,0,0,0,112.63,19.61,0,46.86,0,0,0,10157.25,9.6,0,0,15.85,13.91,0,0,0,20.57,0,62.4,0,0
3/10/2015,0,0,0,0,0,0,0,110,190,464.75,405.25,0,-9.6,0,0,0,49,109.5,0,20.1,0,7.15,0,0,6.65,0,0,0,0,42.96,304.66,0,0,10.6,0,0,0,816.5,39.39,0,0,0,0,0,0,0,0,0,41.73,33,135.6,0,0,82.38,147.9,0,9.3,518.5,0,0,0,0,4950,0,0,129,0,0,0,0,0,171.26,0,88,425,0,0,0,67.3,0,0,0,0,139.1,135,0,0,0,0,0,0,0
3/11/2015,0,0,0,0,0,0,0,96.25,950,442.65,1305.25,0,0,0,0,0,0,438,0,249.62,0,521.95,0,0,631.75,0,0,0,0,193.32,1514.2,0,0,0,0,0,0,1495,48.45,0,0,0,0,0,0,0,0,0,0,193.62,16.95,0,60,36.5,4730.25,0,23.25,714,0,0,0,3810,1542.2,0,0,129,0,0,0,0,0,0,499.2,176,144.5,0,0,0,1.86,0,0,0,47.55,17.48,0,0,0,0,0,19.6,0,0
3/12/2015,0,0,9,0,0,0,0,0,0,216.26,62.06,0,0,0,0,0,98,383.64,0,85.5,0,0,0,-88.5,33.96,82.16,0,0,0,184.94,216.25,0,0,0,0,27.44,0,11.5,37.65,0,240.35,0,0,0,70,7.3,0,0,13.91,0,43.26,0,0,73,124.95,0,9.3,93.5,0,0,0,0,2074.6,0,0,80.06,0,0,-19.8,0,0,194.91,62.4,880,51,0,0,0,111,0,0,0,326.51,27.82,45,0,0,0,0,0,0,0
3/13/2015,0,0,0,0,0,0,0,646.25,380,216.47,216,0,0,0,0,0,0,21.9,0,42.05,0,407.55,0,-88.5,1103.9,0,0,0,0,0,0,0,11.36,-10.6,0,0,0,270.86,19.91,0,12.65,5738,0,0,140,0,0,0,264.29,616,16.95,0,0,0,17.85,0,68.6,0,0,0,0,12.7,15.4,0,0,559,0,0,0,0,0,180,31.2,0,671.5,0,0,0,1450,0,0,0,0,88.75,0,0,0,0,0,0,0,0
3/14/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/15/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/16/2015,0,0,20.25,0,0,0,0,563.75,0,649.75,153.94,0,0,0,0,0,0,440.02,0,92.2,0,42.9,0,0,232.75,43188.25,0,0,0,25.44,93.8,0,0,508.8,0,0,0,23,3.41,232.5,0,0,0,0,70,0,100.5,0,69.55,880,84.75,0,0,73,178.5,0,0,433.5,0,0,0,10801.35,12166,0,0,43,0,0,0,0,0,288,312,66,225.7,0,0,0,0,0,0,0,0,180.83,0,0,0,20.57,0,0,0,0
3/17/2015,0,0,2.25,0,0,0,0,632.5,0,768.4,36,0,0,0,0,0,49,262.8,0,67,-50,42.9,0,354,0,8082.2,0,0,0,7.16,33.5,0,6430.72,508.8,0,0,0,78.54,76.91,0,0,0,0,0,0,-109.5,1050,0,83.46,14.04,-16.95,0,0,182.5,17.85,0,4.65,8.5,0,0,0,0,107.8,0,0,86,0,0,148.5,0,0,0,35.51,1408,986,0,0,0,7515,0,0,0,25.36,1112.8,0,0,0,0,0,2067,0,0
3/18/2015,0,30,0,0,0,0,0,82.5,691.6,452,1027.88,0,0,0,0,0,294,58.4,0,17.1,0,0,0,442.5,16.98,1642.2,0,0,22,0,0,0,854.4,42.4,0,13.72,0,69,9.55,0,0,7429,0,0,140,18.25,1044.75,0,111.28,33,4.68,0,0,0,245.65,0,18.6,204,0,0,0,38.1,4905.8,0,0,473,0,0,24.75,0,0,0,109.2,308,8.5,0,0,0,0,182.4,0,0,0,13.91,0,0,0,0,0,2597.4,0,0
3/19/2015,0,0,13.5,0,0,0,0,0,0,489.02,45.94,0,0,0,0,0,147,112.3,0,17.1,0,393.25,0,531,271.68,0,0,0,0,0,2023.4,0,2349.6,-10.6,0,0,93.6,0,37.5,0,0,190,0,0,0,47.45,6300,0,667.68,0,-33.9,0,0,109.5,0,0,4.65,0,0,0,0,0,3960,0,0,70.44,0,0,0,0,0,252,1918.8,22,19.35,0,0,0,4350,0,0,0,0,111.28,0,0,18,0,0,390,0,0
3/20/2015,0,0,123.75,0,0,0,0,233.75,0,1234.82,127.88,0,0,0,0,0,0,36.5,0,475.7,0,28.6,0,1416,0,1159.2,0,0,0,1432,13.4,0,364.9,0,0,0,0,1491,3.82,0,0,4693,0,0,0,36.5,0,0,0,550,16.95,0,0,73,17.85,0,104.86,127.5,0,0,0,1905,112.4,0,0,150.5,0,0,3217.5,0,0,40.97,2090.4,196.49,161.5,0,0,0,536.5,0,0,0,31.7,83.46,0,0,0,0,0,0,0,0
3/21/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/22/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/23/2015,0,0,110.25,0,0,0,0,13.75,26.62,74.04,72,0,0,0,0,0,98,157.34,0,0,0,57.2,0,35.4,0,724.5,0,0,0,7.16,6.7,0,7349.66,275.6,0,356.72,0,34.5,118.23,1038.5,0,0,0,0,140,21.9,0,0,0,14.04,94.11,0,0,109.5,71.4,0,0,8.5,0,0,0,6.35,4596.7,0,0,70.44,0,0,69.3,0,0,18,0,1122.8,102,0,0,0,95.75,0,0,0,3.17,208.65,0,0,36,0,0,0,0,0
3/24/2015,0,0,2.25,0,0,0,0,481.25,2464.56,150.99,144,0,0,0,0,0,98,43.8,0,26.8,0,157.3,0,424.8,665,788.9,0,0,0,9.14,0,0,2732.3,530,0,411.6,0,44.04,90.7,0,0,-57,0,0,140,14.6,5250,0,3741.79,14.04,220.35,0,0,388.98,1785,0,0,0,0,0,0,-19.05,1908.93,0,0,21.5,0,0,0,0,0,1282.97,31.2,4554,42.5,0,0,0,0,0,0,0,6.34,-69.55,0,0,0,0,0,390,0,0
3/25/2015,0,0,339.75,0,0,0,0,27.5,2403.5,539.51,1044,0,0,0,0,0,147,29.2,0,226.84,0,364.65,0,0,319.2,8709.1,0,0,0,18.04,342.04,0,0,21.2,0,0,0,101.43,22.5,0,0,5472,0,0,70,0,1312.5,0,375.57,574.86,0,0,0,36.5,17.85,0,223.2,204,0,0,0,0,228.8,0,0,21.5,0,0,0,0,0,234,19.66,374.88,53.21,0,0,0,1740,0,0,0,0,504.75,0,0,0,0,0,663,0,0
3/26/2015,0,0,0,0,0,0,0,96.25,5337.1,274.83,396,0,0,0,0,0,0,109.5,0,0,0,2230.8,30,0,0,0,0,0,0,18.04,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1102.5,0,0,0,67.8,0,0,0,924.6,0,246.12,0,0,0,0,0,13590.09,0,0,236.5,0,0,0,0,0,108,19.66,0,70.21,0,0,0,1885,0,0,0,6.34,0,0,0,0,0,0,1489.8,0,0
3/27/2015,0,0,4.5,0,0,0,0,1952.5,351.5,288.38,45.36,0,0,0,0,0,0,963.6,0,35.24,0,357.5,0,3062.1,139.65,801.06,0,0,0,0,1420.4,0,4841.6,193.56,0,13.72,504,37.49,22.5,0,0,0,0,0,0,47.45,21,0,0,13.86,33.9,0,0,146,3419.67,0,9.3,8.5,0,0,0,0,7504.2,0,0,43,0,0,0,0,0,40.68,175.66,110,8.5,0,0,0,590.38,204.5,0,0,190.2,848.51,0,0,0,0,0,468,0,0
3/28/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/29/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/30/2015,0,0,164.5,0,0,0,0,55,192.39,627.15,270.72,0,0,0,0,0,98,94.9,0,20.1,0,0,0,0,0,427.04,0,0,0,250.88,40.2,0,0,212,0,13.72,0,86.94,26.46,0,1265,57,0,0,70,52.2,0,0,0,41.58,33.9,0,0,219,53.55,0,51.15,93.5,0,0,0,6.35,443.2,0,0,86,0,0,524.7,0,0,0,15.6,660,531.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/31/2015,0,0,0,0,0,0,0,178.75,4.78,231.65,72,0,0,0,0,0,0,58.4,0,750.4,0,0,0,885,-6.65,10.14,0,0,0,0,328.3,0,0,10.6,0,0,0,2300,187.5,0,0,342,0,0,0,0,0,0,13.91,1787.72,16.95,0,0,155.49,35.7,0,67.9,493,0,0,0,1263.65,4840.4,0,0,21.5,0,0,4.95,0,0,0,93.6,88,-8.5,0,0,0,1106.4,0,0,0,0,890.24,0,0,22.68,0,0,631.9,0,0
4/1/2015,0,0,2.25,0,0,0,0,907.5,0,1156,513.36,0,0,0,0,0,0,476.4,0,30.28,0,0,0,0,67.04,40.25,0,0,0,50.12,2023.4,0,195.8,146.08,0,0,0,370.99,1.89,0,379.5,0,0,0,140,0,1837.5,0,0,13.86,101.7,0,0,0,0,0,69.75,8.5,0,0,0,0,38.7,0,0,478.59,0,0,0,0,0,0,0,220.88,0,0,0,0,109.06,0,0,0,6.34,97.37,0,0,0,0,0,1560,0,0
4/2/2015,0,0,0,0,0,0,0,13750,-28.5,1374.1,252,0,0,0,0,0,0,43.8,0,8.44,0,0,0,3221.4,0,966,0,0,0,57.28,174.2,0,269.04,0,0,0,0,563.5,52.5,0,0,0,0,0,0,0,251.56,0,0,0,33.9,0,0,109.5,1463.7,0,32.55,8.5,0,0,0,1905,11145.2,0,0,107.5,0,0,361.35,0,0,0,46.8,0,408,0,0,0,0,0,0,0,66.57,13.91,0,0,0,0,0,0,0,0
4/3/2015,0,0,0,0,0,0,0,0,0,5.65,36,0,0,0,0,0,49,21.9,0,0,0,171.6,0,35.4,0,0,0,0,0,42.96,26.8,0,213.6,21.2,0,150.92,0,4600,0,2325,0,228,0,0,210,0,0,0,69.55,0,0,0,0,146,3837.75,0,585.9,0,0,0,0,0,198,0,0,21.5,0,0,123.75,0,0,0,62.4,0,127.5,0,0,0,116,0,0,0,9.51,0,0,0,0,0,0,0,0,0
4/4/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/5/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/6/2015,0,0,51.12,0,0,0,0,178.75,11.4,378.55,496.08,0,0,0,0,30,98,131.4,0,201,0,0,0,0,0,18.19,0,0,0,14.32,46.9,0,0,21.2,0,13.72,0,0,9.45,0,0,0,0,0,700,0,0,0,13.91,24.86,16.95,0,0,109.5,89.25,0,243.32,0,0,0,0,19.05,376.77,0,0,237.36,0,0,0,0,0,328.68,3174.92,115.72,3714.5,0,0,0,0,1862.4,0,0,6.34,41.73,0,0,0,20.57,0,93.6,0,0
4/7/2015,0,0,38.85,0,0,0,0,68.75,0,827.76,108,0,0,0,0,0,0,73,0,58.67,0,672.1,0,8159.7,6.65,0,0,0,0,0,1192.6,0,0,-10.6,0,0,0,0,225.1,0,1265,0,0,0,140,149.65,400.75,0,69.55,0,16.95,0,0,182.5,53.55,0,9.3,306,0,0,0,0,251.4,0,0,150.5,0,0,0,0,0,562.55,3400.8,0,125.65,0,0,0,0,0,0,0,6.34,278.2,0,0,0,0,0,154.35,0,0
4/8/2015,0,0,99,0,0,0,0,151.25,7.14,113,261.09,0,0,0,0,0,147,164.28,0,6.7,0,357.5,0,354,0,4033.05,0,0,0,281.05,0,0,195.8,0,0,96.04,0,72,0,155,885.5,0,0,0,0,21.9,5250,0,27.82,13.78,84.75,0,0,0,160.65,0,37.2,17,0,0,0,0,0,0,0,107.5,0,0,0,0,0,22.55,15.6,2530,221,0,0,0,36.32,0,0,0,202.88,824.33,90,0,0,20.57,0,101.4,0,0
4/9/2015,0,0,63,0,0,0,0,261.25,0,70.66,297.09,0,0,0,0,0,98,65.7,0,33.5,0,4218.5,0,2478,0,70.56,0,0,0,28.64,20.1,0,0,159.36,0,68.6,0,28.8,5.64,0,278.3,0,0,0,0,3.65,0,0,0,0,-16.95,0,0,146,0,0,63.96,68,0,0,0,0,110.4,0,0,48.43,0,0,24.75,0,0,18,31.2,0,212.6,0,0,0,0,0,0,0,117.29,264.29,0,0,0,0,0,56.57,0,0
4/10/2015,0,0,0,0,0,0,0,371.25,0,418.38,414.18,0,0,0,0,0,49,292,0,40.2,0,0,0,106.2,19.95,30.24,0,0,0,17.94,678.75,0,156.1,212,0,0,0,11.5,0,0,0,2926,0,0,0,219,525,0,0,13.78,-16.95,0,0,0,17.85,0,30.24,8.5,0,0,0,0,123.72,0,0,129,0,0,0,0,0,0,0,104.68,17,0,0,0,0,144,0,0,28.53,166.92,0,0,0,0,0,741,0,0
4/11/2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
