,IC1931,IC1932,ACM1B,AC740NEW,UC7650,CA2050CYB,IC1003BK,CVL1084,ACM62B,CA2016WB,CA3602,AC208K12,CA1001WBML,AC967,AC968,IC1003BR,CA3810,CA2002,AC6008,CA2011WB,IS4000,CA2014WB,IC1940,AC960,AC104,AC204,PS2350,IMC7RD,IMC7BK,AC201,ACM7000,AC63B,ACM7002,AC401,ACM7003,CAMP44,AC400MV,AC404,ACM51B,ACM940,AC8002,AC851B,AC8003,CA3610,CA3908,AC100B,ACM90B,CA3614,CA2988,AC8000,CA3001RB,PS2500,IC1930,CA3550RB,AC840,ACM7000K12,CVL1064RB,CA2012RB,CA3488,CA3050,CA3350,AC202B,ACM70B,ACM60B,CA2022,CA3090,PS2370,MRMS3203,AC200B,CA2027,MRMS3204,CA2026,CA3001WB,AC850,CA2014RB,MRMS3201,MRMS3307,MRMS3306,ACM500RB,CA1001WB,MRMS3305,MRMS3448,CVL1065B,CA2880,CA3092BT,MRMS3304,UC7450,IC900,MRMS3206,HE200RB,MRMS3209,ACM6004
10/17/2015,0,0,67.14,0,66,0,0,2406.25,1952.3,926.62,47.07,0,0,0,0,0,49,0,8.8,30.92,0,443.3,30,3610.8,689.03,1207.5,0,0,88,1575,254.56,0,868.78,584.62,0,17.94,50.4,14658.08,146.42,1324.66,328.9,1102,1257.75,0,560,5887.45,3118.85,0,166.92,0,322.05,0,0,1844.6,1274.13,0,1839.61,561,0,0,0,4550.5,6986.16,16.3,0,1127.88,0,0,1544.4,0,0,1397.08,1762.8,912.17,897.72,0,0,0,4617.13,9.6,0,0,0,1955.96,0,0,0,20.57,0,670.8,0,0
10/24/2015,0,0,292.5,0,0,0,0,701.25,330.6,2844.18,1235.07,0,0,0,0,0,147,0,8.8,515.88,0,536.25,30,4177.2,462.32,12053.49,0,0,0,2111.64,343.76,0,1059.1,1127.66,423.15,0,8712,15727.34,135.56,15.5,63.25,-19,0,0,350,365,530.25,0,194.74,264,427.64,0,0,766.5,785.4,0,2439.81,1156,0,0,0,-6587.55,2901.68,0,0,716.11,0,0,0,0,0,3335.54,702,1782,2574.16,0,0,20,5328.14,96,0,0,0,1446.64,0,0,0,0,0,925.2,0,0
10/31/2015,0,0,27.47,0,0,0,0,1993.75,5.7,2778.79,1404,0,0,0,0,30,490,0,149.6,135.51,0,958.1,0,2849.7,1935.15,24433.91,39.95,0,22,6691.98,2544.72,0,2026.74,328.6,0,0,1332,7270.55,158.82,0,1429.45,19,1606.05,0,1190,69.35,328.35,0,5410.99,1430,315.86,0,60,4781.5,4856.67,0,486.14,382.5,0,0,0,5092.7,5155.5,1.65,0,1268.5,54.95,0,1395.9,0,0,810,2059.2,8480.89,6463,0,0,80,6463.5,1785.6,0,0,2713.52,846.56,0,0,0,102.85,0,3037,0,7.98
11/7/2015,0,0,615.43,0,0,0,0,1815,117.8,3408.34,2783.43,0,0,0,387,0,343,0,0,879.21,0,722.15,0,106.2,996.86,18019.27,119.85,0,0,3256.05,62.43,0,1112.5,1668.31,10.85,18.08,669.6,283.3,220.26,341,708.4,0,232.2,0,560,1175.3,2621.36,0,0,83.45,84.75,0,60,1788.5,397.53,0,229.12,773.5,0,0,0,7206.93,2227.3,1.65,0,1317.32,0,0,4.95,0,0,5855.72,7363.2,1056,7945.9,0,0,0,3313.25,681.6,0,0,332.85,1092.52,0,0,36,41.14,0,288.6,0,0
11/14/2015,0,0,60.69,0,110,0,0,357.5,190,2201.03,2685.69,0,0,0,0,0,1029,0,0,190.93,0,850.85,30,1681.5,808.87,11656.4,39.95,0,0,583.9,497.93,0,4101.7,1176.31,0,0,1044,11.5,67.37,159.18,1897.5,285,1025.55,0,1960,365,2275.97,0,222.56,833.35,355.95,0,0,1629.9,985.98,0,389.76,909.5,0,0,0,11446.8,1329.3,8.3,0,666.5,54.95,0,173.25,0,0,252,187.2,14232.97,1600.26,0,0,0,3667.3,0,0,0,98.27,1172.86,0,0,18,61.71,0,810.08,0,0
11/21/2015,0,0,80.88,0,0,0,0,948.75,74.4,3631.4,875.79,0,0,1385,0,0,735,0,26.4,434.98,0,1401.4,30,6602.1,52.98,7753.18,199.75,0,0,1505.66,602.35,0,228.32,332.64,0,0,360,1053.63,265.35,46.5,645.15,2109,1799.55,0,210,189.8,1373.6,0,-13.91,1166,384,0,30,206.4,1591.8,0,1035.51,221,0,0,0,211.52,3086.92,7.5,0,615.32,329.7,0,787.05,0,0,371.2,1674.31,7860.84,1124.78,0,0,0,3370.27,192,0,0,28.53,633.69,0,0,126,0,0,430.2,0,0
11/28/2015,0,0,119.99,0,0,0,0,1265,5358,4355.5,4067.37,0,0,0,0,0,539,0,149.6,457.79,0,879.45,30,4354.2,498.75,17636.51,79.9,0,0,9203.46,464.36,0,2807.96,2058.92,0,54.63,2376,4745.92,196.44,1116,506,779,367.65,0,980,734.85,1404.47,0,4089.54,1078,406.8,0,30,1106.95,6780.75,0,894.23,756.5,0,0,0,3464.91,6532.4,0,0,2006.16,109.9,0,0,0,0,3816,202.53,1626.89,3218.4,0,0,0,4577.12,0,0,0,9.51,3361.43,0,0,0,0,0,4869.45,0,0
12/5/2015,0,0,118.48,0,0,0,0,1567.5,32.76,6367.15,4979.79,0,0,0,0,0,784,0,8043.2,147.4,0,765.05,0,2655,194.7,4459.74,79.9,0,22,1999.98,1614.7,0,4046.25,10.6,151.9,18.21,532.8,333.5,85.17,263.5,1897.5,4218,2960.55,0,140,40.15,3154.89,0,194.74,709.4,716.85,0,0,766.5,160.65,0,443.18,357,0,0,0,8.43,2238,0,0,451.5,54.95,0,326.7,0,0,257.6,4976.4,13059.31,361.76,0,0,0,3009.01,1459.2,0,0,69.74,310.58,0,0,18,41.14,0,280.8,0,0
12/12/2015,0,0,52.45,0,22,0,0,178.75,1236.9,3324.99,3168.9,0,0,0,0,0,490,0,17.6,294.8,0,550.55,60,2407.2,408.1,28007.28,359.55,0,0,255.44,2073.45,0,4103.7,14.18,0,36.56,0,2441.08,93.63,20.73,253,570,193.5,0,0,10.95,87.6,0,97.37,179.71,406.8,0,120,1253.32,3618.37,0,420.13,926.5,0,0,0,4826,4735.92,4.59,0,1548,0,0,1143.45,0,0,870.08,1622.4,1048.57,362.74,0,0,0,4510.5,0,0,25,85.59,3315.27,0,0,0,20.57,0,840.58,0,0
12/19/2015,0,0,76.69,0,29.7,0,0,1526.25,15.2,2386.6,5163.48,0,0,0,0,0,245,0,184.8,331.55,0,796.37,150,5398.5,133,76589.54,79.9,0,0,508.36,378.65,0,953.22,498.2,282.1,507.64,547.2,601.64,29.43,20.73,2504.7,608,870.75,0,0,110.78,82.43,0,13.91,509.85,706.81,0,0,1083.6,561.4,0,155.6,153,0,0,0,19417.27,2250.65,86.5,0,1766.01,109.9,0,831.6,0,0,267.48,4024.8,660,3312.74,0,0,0,4754.1,230.4,0,0,79.25,510.5,0,0,0,20.57,0,218.4,0,15.96
12/26/2015,0,0,6.26,0,0,0,0,618.75,4346.74,159.5,1631.52,0,0,0,0,0,637,0,0,396.25,0,178.19,3570,177,15.83,3011.22,79.9,0,0,794.04,624,33.3,247.24,508.8,0,13.72,180,2826.47,212.49,684.17,885.5,0,19.35,0,70,733.65,84,0,472.94,303.6,678.67,0,0,657,89.25,0,707.58,586.5,0,0,0,2673.16,228.28,0,0,831.62,109.9,0,0,0,0,18,171.6,528,392.7,0,0,0,2805.75,134.4,0,0,44.38,264.29,0,0,85.68,20.57,0,132.6,0,159.6
1/2/2016,0,0,27,0,0,70.8,0,4565,2615.92,1044.12,2786.4,0,0,0,0,0,147,0,0,87.1,0,513.37,30,389.4,6.65,692.3,119.85,0,0,1834.38,247.9,0,5402.3,508.8,162.75,175.62,36,-6.9,262.8,883.5,12.65,2090,0,0,2030,3.65,756,0,27.82,264,508.5,0,60,452.6,124.95,0,91.14,578,0,0,0,0,2219.8,0,0,907.3,54.95,0,19.8,0,0,100.8,3416.4,220,156.4,0,0,0,5800,1161.6,0,0,6.34,228.12,0,0,90,41.14,0,405.6,0,0
1/9/2016,0,0,50.85,0,0,0,0,0,6453.92,971.8,1591.2,0,0,0,0,0,294,0,8.8,119.26,0,679.25,0,1079.7,360.43,55831.58,119.85,0,22,3408.04,2805.96,1.85,2794.6,1208.4,0,19.21,1274.4,8648,23.4,2154.5,1125.85,0,3424.95,0,420,18.25,2766.75,125,27.82,30.8,369.51,0,60,496.4,89.25,0,552.42,969,0,0,0,13978.89,9415.12,0,0,554.7,0,0,158.4,0,0,25.2,5697.12,2587.2,153,0,0,60,15500.5,384,0,0,25.36,111.28,0,0,133.2,0,0,39,0,78.19
1/16/2016,0,0,130.49,0,0,8.85,0,4455,2923.76,2035.2,1810.08,0,0,0,0,0,245,0,220,228.15,0,1236.95,60,3168.3,259.35,12492.85,39.95,0,0,1773.52,1509.4,0,2680.7,1026.85,32.55,19.35,1202.4,7663.72,143.32,2114.36,50.6,1748,348.3,0,630,25.55,929.25,0,97.37,4816.02,289,0,0,788.03,210.99,0,128.21,1190,0,0,0,10803.95,3662.4,0,0,1076.1,274.75,0,1390.95,0,0,-252,1794,1522.4,219.93,0,0,0,5272.15,9.6,0,50,60.23,829.58,0,150,108,61.71,20,455.6,0,0
1/23/2016,0,0,218.11,0,0,0,0,1155,1124.8,1768.35,4260.6,0,0,0,0,0,294,0,88,601.68,0,767.56,90,2159.4,1596,10399.29,119.85,0,0,6887.92,872.8,0,5762.31,2862,10.85,19.89,1821.6,1638.68,203.82,1038.5,5477.45,399,1083.6,0,210,-102.2,1850.21,172.5,1084.98,0,566.98,0,0,766.5,231.18,0,94.62,892.5,0,0,0,1279.21,565.18,0,0,4276.36,0,0,163.35,0,0,-405.9,1786.98,3262.6,5128.65,0,0,0,16595.25,2523.84,0,325,158.5,205.87,0,0,54,20.57,0,877.5,0,22.5
1/30/2016,0,0,55.01,0,0,0,0,2186.25,956.7,4630.32,1018.44,0,0,0,0,0,392,0,44,820.21,0,1222.65,30,2212.5,2373.45,97577.67,119.85,0,44,5386.65,1947.7,0,3310.8,901,173.6,-13.72,0,950.13,55.07,370.46,25.3,2071,0,0,1330,708.1,761.5,96,222.56,381.48,101.7,0,0,1047.92,493.57,0,35.84,365.5,0,0,0,9.02,2763.52,0,0,3510.09,54.95,0,801.9,0,0,-522,1794,1765.72,797.9,50,40,80,5255.85,55.68,0,75,126.8,1335.36,0,50,18,20.57,0,19.11,0,366.43
2/6/2016,0,0,70.23,0,0,53.1,0,4496.25,65.37,1649.95,3609.04,0,0,0,0,0,882,0,44,430.46,0,1136.85,0,1062,783.45,74213.95,39.95,0,0,512.19,1046.8,334.85,3784.6,841.13,54.25,19.48,576,549.84,100.47,2185.5,303.6,1520,2109.15,38.85,1190,383.25,5420.7,0,306.02,92.82,1119.8,0,0,635.34,203.61,0,372,170,0,0,115.8,26.79,4733.29,0,0,3935.49,0,0,584.1,0,0,443.28,2539.88,6476.94,2589.94,0,0,20,31885.5,27,0,125,529.39,1257.55,0,0,0,123.42,0,2482.11,0,0
2/13/2016,0,0,38.62,0,0,0,0,343.75,860.45,1306.03,2886.66,0,0,0,0,0,441,0,149.6,318.2,0,1996.16,30,424.8,93.1,22597.8,159.8,0,0,5571.81,240.6,0,1732.84,455.8,97.65,19.14,0,896.1,80.16,170.5,506,2679,0,0,910,295.65,1645.14,84.88,1530.1,0,98.15,0,0,1291.92,1053.15,0,246.35,1555.5,0,0,0,17.72,245.07,0,0,2265.44,0,0,1460.25,0,0,572.22,2106,1067.66,435.08,0,0,360,3781.9,200.85,0,0,6.34,845.58,0,75,0,0,0,456.12,0,55.86
2/20/2016,0,0,42.25,0,0,0,0,137.5,5846.9,3087.25,1568.88,0,0,0,0,0,539,0,528,495.8,0,1737.45,0,4425,508.03,3317.07,0,0,0,5107.91,2977.15,0,668.56,2650,21.7,0,338.4,7028.62,78.76,3410,278.3,114,0,38.85,0,237.25,15988.17,103.88,4019.99,75.9,673.53,0,0,828.19,6207.78,0,438.94,153,0,78,0,53.16,12997.48,0,0,166.84,0,0,99,0,0,129.33,3884.4,13977.04,4915.08,0,0,0,29698.76,608.45,0,0,6.34,4509.4,0,0,0,143.99,0,2537.88,0,798
2/27/2016,0,0,180,0,0,8.85,0,550,4007.1,13773,3123.36,0,0,0,0,0,196,0,0,725.15,0,1077.94,60,5009.1,104.81,18955.02,119.85,0,0,293.56,674.75,37,3661.62,20.15,10.85,0,43.2,7092.74,387.84,64.17,151.8,38494,0,310.8,210,295.65,2100,0,111.28,0,595.62,0,0,693.5,660.45,0,406.47,76.5,0,0,0,219,8013.8,0,0,2136.67,0,0,792,0,0,0,4976.4,2234.32,2267.46,0,0,0,50954.03,68.55,0,0,82.42,1031.3,0,0,0,41.14,0,388.4,0,103.74
3/5/2016,0,0,164.51,0,242,0,0,4303.75,1426.9,1228.17,876.96,0,0,0,774,0,262.64,0,0,288.42,0,2273.7,180,814.2,66.5,21310.61,0,0,0,1217.2,5313.1,0,252.21,35.62,726.95,0,727.2,61.51,255.18,20.91,202.4,133,0,0,350,0,2664.06,0,1084.98,3718,169.5,0,0,182.5,443.94,0,725.71,654.5,0,0,0,41635.7,7370,0,0,2269.24,0,0,806.85,0,0,-24.48,3993.6,2567.84,5573.96,0,0,240,16484.75,2016,0,550,50.72,79.41,0,25,0,41.14,0,240.16,0,2797.43
3/12/2016,0,0,81.15,0,0,8.85,0,1278.75,1816.48,2639.16,3096.6,0,0,6772.65,1548,0,0,0,140.8,215.05,0,1530.1,0,2548.8,272.65,6882.75,39.95,0,0,577.73,4806.17,37,83.8,393.37,651,0,2426.4,126.7,249.19,0,392.15,0,483.75,0,1610,861.4,625.67,33.48,3060.2,1719.73,335,0,0,839.5,411.21,0,183.06,450.5,0,0,0,8244.76,3972.42,0,0,623.5,109.9,0,84.15,86,25,0,265.2,3865.36,3860.06,0,0,300,7299.6,662.4,0,750,91.93,2953.64,0,0,0,0,0,1913.88,20,601.21
3/19/2016,0,0,247.56,0,22,44.25,0,1471.25,7385.3,1119.25,3072.8,0,0,0,38.7,0,49,0,0,368.61,0,2643.41,0,2371.8,246.05,9116.24,39.95,0,0,382.04,732.57,223.85,834.4,2146.64,271.25,18.37,14.4,1112.3,599.07,0,0,760,232.2,38.85,1750,3.65,5787.28,0,27.82,0,350.5,0,0,1132.11,71.4,0,339.63,850,0,0,0,635,7345.4,0,0,975.16,0,0,24.75,0,0,-18,4024.8,176,1297.9,0,220,0,3211.75,1158.35,0,400,158.5,227.28,0,0,0,0,0,702,0,798
3/26/2016,0,0,21.5,0,0,8.85,0,316.25,2686.6,1579.78,1078.66,0,0,152.35,5031,0,147,0,158.4,357.19,0,793.19,0,566.4,221.83,4840.56,0,0,0,3706.18,-34.73,360.75,-17.8,954,75.95,0,1440,86.95,50.35,0,227.7,190,599.85,0,280,18.25,8617.2,0,3783.52,0,627.15,0,0,180.17,237.62,0,41.55,663,0,0,0,250.38,1463,0,0,1715.89,0,0,4.95,21.5,0,0,2371.2,4994,10862.8,0,0,200,3094.36,0,0,100,82.42,2766.31,0,0,0,0,0,789.6,0,3351.6
,-30,300,7803.7,286.89,868.43,203.55,30,105022.5,154445.41,190302.78,164155.01,0,-21.7,8310,7778.7,210,25998.91,21431.47,14379.2,31171.9,675,70806.49,5400,253251.6,28593.01,950817.9,2596.75,2156,616,218351.89,70274.22,1028.6,171443.51,53886,3157.35,4756.82,54007.2,175570.63,65856.67,33380.08,65678.8,141740,24748.65,427.35,46760,40909.13,161389.71,26615.74,59966.01,54666.45,29236.8,180,2220,80814.46,140784.23,0,35055,75760.5,4050,78,115.8,274733.19,306131.4,1152.02,162,81235.88,1703.45,25,58083.3,107.5,1025,51211.44,141671.5,236094.14,139595.91,75,260,1360,562526.83,36214.71,100,2400,20135.84,71763.36,540,300,2166.61,1460.47,20,86543.7,20,9156.5
